,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Export OF QUERY RESULTS FROM EyeOnWater
20212,1,4/22/2022 10:50:49 AM,1,4/22/2022 10:50:41 AM,49.407128,8.6892368,967281,6344226,10,png,4/22/2022 8:52:59 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,,19,16,0,0,australia,254,254,reiner,310,26,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20212.png,?,0,1,,,40.051569080241,40.593755284815,,,,,,35.614477093714,17,36.28248366773,17,0,0,0,0,40.051569080241,16,40.593755284815,16,http://www.eyeonwater.org/media/eyeonwater_upload/20212.png,reiner
20187,1,4/18/2022 6:40:25 PM,1,4/18/2022 6:40:17 PM,48.9123784,9.2171049,1026043,6260006,10,png,4/18/2022 4:42:30 PM,Android,Pixel 3a,778ba90dd5718e7f,1,,,9,3,0,1.25,australia,254,254,reiner,310,26,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20187.png,?,0,1,,,,218.67721641526,,,,,,,0,234.79037919873,1,0,0,0,0,,0,218.67721641526,3,http://www.eyeonwater.org/media/eyeonwater_upload/20187.png,reiner
20186,1,4/18/2022 6:38:40 PM,1,4/18/2022 6:38:32 PM,48.91238,9.2171594,1026049,6260007,10,png,4/18/2022 4:40:44 PM,Android,M2101K9G,e074cf5b0b2c1c50,-1,,,5,4,0,0,eowcolor,785,785,BBneo,100,5,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20186.png,?,0,1,,,,191.69865219946,,,,,,,0,241.46703875344,1,0,0,0,0,,0,191.69865219946,4,http://www.eyeonwater.org/media/eyeonwater_upload/20186.png,BBneo
20182,1,4/17/2022 1:56:46 PM,1,4/17/2022 1:56:38 PM,47.7427687,8.9815384,999820,6064166,10,png,4/17/2022 8:58:38 AM,Android,SM-J510FN,55a8ce330200daec,3,,,8,16,0,0,eowcolor,737,737,ehau,160,11,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20182.png,?,0,1,,,,43.552443419694,,,,,,,0,98.030629006449,8,0,0,0,0,,0,43.552443419694,16,http://www.eyeonwater.org/media/eyeonwater_upload/20182.png,ehau
20134,1,4/3/2022 3:08:33 PM,1,4/3/2022 3:08:25 PM,48.8348192,9.2185927,1026209,6246880,10,png,4/3/2022 1:10:39 PM,Android,Pixel 3a,778ba90dd5718e7f,10,,,13,8,0,0,australia,254,254,reiner,310,26,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20134.png,?,0,1,,,,103.41929648054,,,,,,,0,317.36679316414,1,0,0,0,0,,0,103.41929648054,8,http://www.eyeonwater.org/media/eyeonwater_upload/20134.png,reiner
20090,1,3/27/2022 6:32:58 PM,1,3/27/2022 6:32:51 PM,48.9112786,9.2181893,1026164,6259820,10,png,3/27/2022 4:34:54 PM,Android,Pixel 3a,778ba90dd5718e7f,6,,,8,18,0,0,australia,254,254,reiner,310,26,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20090.png,?,0,1,,,,32.294649153955,,,,,,,0,4.7750540485079,21,0,0,0,0,,0,32.294649153955,18,http://www.eyeonwater.org/media/eyeonwater_upload/20090.png,reiner
20056,1,3/20/2022 5:41:23 PM,1,3/20/2022 5:41:16 PM,48.6802447,9.0130855,1003332,6220778,10,png,3/20/2022 4:43:26 PM,Android,SM-G980F,d7cbaf805933a251,2,,,15,12,0,1,eowcolor,784,784,SarahVP,90,4,1,0,14,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20056.png,?,0,1,,,,65.349258599343,,,,,,,0,58.939084482577,13,0,0,0,0,,0,65.349258599343,12,http://www.eyeonwater.org/media/eyeonwater_upload/20056.png,SarahVP
20055,1,3/20/2022 2:21:26 PM,1,3/20/2022 2:21:17 PM,48.7086176,9.0501317,1007456,6225563,10,png,3/20/2022 1:23:28 PM,Android,SM-G970F,e183bce8d3e00fed,7,,,5,6,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20055.png,?,0,1,,,,138.37279314261,,,,,,,0,195.13669028048,4,0,0,0,0,,0,138.37279314261,6,http://www.eyeonwater.org/media/eyeonwater_upload/20055.png,komalchhaya
20054,1,3/20/2022 1:11:47 PM,1,3/20/2022 1:11:39 PM,48.7094811,9.0512083,1007575,6225709,10,png,3/20/2022 12:13:49 PM,Android,SM-G970F,e183bce8d3e00fed,11,,,15,3,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20054.png,?,0,1,,,,211.81473624424,,,,,,,0,222.68184707212,2,0,0,0,0,,0,211.81473624424,3,http://www.eyeonwater.org/media/eyeonwater_upload/20054.png,komalchhaya
20053,1,3/20/2022 1:05:35 PM,1,3/20/2022 1:05:26 PM,48.7006624,9.0467775,1007082,6224221,10,png,3/20/2022 12:07:37 PM,Android,SM-G970F,e183bce8d3e00fed,3,,1,17,5,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20053.png,?,0,1,,,,181.80758957624,,,,,,,0,236.43076926431,1,0,0,0,0,,0,181.80758957624,5,http://www.eyeonwater.org/media/eyeonwater_upload/20053.png,komalchhaya
20023,1,3/12/2022 11:17:20 AM,1,3/12/2022 11:17:13 AM,48.7273721,9.1021063,1013241,6228728,10,png,3/12/2022 10:19:10 AM,Android,SM-G980F,d7cbaf805933a251,0,,,6,15,0,1.25,eowcolor,784,784,SarahVP,90,4,1,0,9,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20023.png,?,0,1,,,48.755324853184,49.500125945294,,,,,,,0,32.850453685571,18,0,0,0,0,48.755324853184,15,49.500125945294,15,http://www.eyeonwater.org/media/eyeonwater_upload/20023.png,SarahVP
20020,1,3/11/2022 4:56:33 PM,1,3/11/2022 4:56:23 PM,48.7273,9.1015177,1013176,6228715,10,png,3/11/2022 3:58:19 PM,Android,SM-G980F,d7cbaf805933a251,3,,1,5,9,0,1,eowcolor,784,784,SarahVP,90,4,1,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20020.png,?,0,1,,,,87.313138440109,,,,,,,0,323.8018948999,1,0,0,0,0,,0,87.313138440109,9,http://www.eyeonwater.org/media/eyeonwater_upload/20020.png,SarahVP
19992,1,7/19/2022 3:36:20 PM,2,3/9/2022 1:19:55 PM,48.909790779434,9.2193715962278,1026295,6259568,10,png,3/9/2022 12:22:26 PM,iOS,"iPhone12,1",AC5B60D9-2066-4176-82BD-7314675E9DD3,11,,1,2,5,0,0,eowcolor,763,763,YungTim,70,2,1,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19992.png,?,1,1,,,,188.55578808867,,,,,,,0,210.67369576655,3,0,0,0,0,,0,188.55578808867,5,http://www.eyeonwater.org/media/eyeonwater_upload/19992.png,YungTim
19991,1,3/10/2022 11:36:38 AM,1,3/9/2022 11:35:01 AM,48.9118858,9.2173899,1026075,6259923,10,png,3/9/2022 10:37:32 AM,Android,M2101K9G,e074cf5b0b2c1c50,6,,,9,11,0,0,eowcolor,785,785,BBneo,100,5,2,0,8,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19991.png,?,0,1,,,72.250647292384,80.560804572986,,,,,,70.244127904393,11,79.811415389869,10,0,0,0,0,72.250647292384,11,80.560804572986,10,http://www.eyeonwater.org/media/eyeonwater_upload/19991.png,BBneo
19990,1,3/10/2022 11:36:44 AM,1,3/9/2022 11:33:37 AM,48.911263,9.2180503,1026148,6259817,10,png,3/9/2022 10:36:08 AM,Android,M2101K9G,e074cf5b0b2c1c50,5,,1,9,12,0,8,eowcolor,785,785,BBneo,100,5,2,0,6,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19990.png,?,0,1,,,63.009840994809,71.857977320482,,,,,,75.763797906677,10,69.251955128784,11,0,0,0,0,63.009840994809,12,71.857977320482,11,http://www.eyeonwater.org/media/eyeonwater_upload/19990.png,BBneo
19965,1,3/10/2022 11:39:05 AM,1,2/28/2022 3:37:54 PM,48.8044324,9.2054617,1024747,6241742,10,png,2/28/2022 2:40:11 PM,Android,SM-J510FN,55a8ce330200daec,6,,1,15,15,0,50,eowcolor,737,737,ehau,160,11,2,75,7,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19965.png,?,0,1,,,,47.131023443959,,,,,,,0,38.123501174356,17,0,0,0,0,,0,47.131023443959,15,http://www.eyeonwater.org/media/eyeonwater_upload/19965.png,ehau
19963,1,3/10/2022 11:39:17 AM,1,2/27/2022 2:19:22 PM,48.7167557,9.091134,1012020,6226936,10,png,2/27/2022 1:21:25 PM,Android,SM-G970F,e183bce8d3e00fed,1,,1,17,9,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,3,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19963.png,?,0,1,,,,85.079414517841,,,,,,,0,81.139782680056,10,0,0,0,0,,0,85.079414517841,9,http://www.eyeonwater.org/media/eyeonwater_upload/19963.png,komalchhaya
19962,1,3/10/2022 11:39:23 AM,1,2/27/2022 1:51:41 PM,48.7100939,9.0953833,1012493,6225812,10,png,2/27/2022 12:53:53 PM,Android,SM-G970F,e183bce8d3e00fed,1,1,1,21,,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,3,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19962.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/19962.png,komalchhaya
19961,1,3/10/2022 11:39:29 AM,1,2/27/2022 1:50:49 PM,48.7116664,9.0954911,1012505,6226078,10,png,2/27/2022 12:53:01 PM,Android,SM-G970F,e183bce8d3e00fed,1,1,1,21,,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,3,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19961.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/19961.png,komalchhaya
19952,1,3/10/2022 11:39:54 AM,1,2/25/2022 4:33:08 PM,48.7816944,9.1583287,1019500,6237900,10,png,2/25/2022 3:35:21 PM,Android,SM-J510FN,55a8ce330200daec,2,,1,17,13,0,30,eowcolor,737,737,ehau,160,11,2,75,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19952.png,?,0,1,,,,57.462130202323,,,,,,,0,50.583344180764,15,0,0,0,0,,0,57.462130202323,13,http://www.eyeonwater.org/media/eyeonwater_upload/19952.png,ehau
19945,1,2/24/2022 9:52:48 AM,1,2/24/2022 9:52:41 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:41:13 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,14,15,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19945.png,?,0,1,,,,45.334057795871,,,,,,,0,165.46323965766,5,0,0,0,0,,0,45.334057795871,15,http://www.eyeonwater.org/media/eyeonwater_upload/19945.png,lindy
19944,1,2/24/2022 9:50:55 AM,1,2/24/2022 9:50:48 AM,48.5200511,9.1902018,1023048,6193813,10,png,2/24/2022 8:43:49 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,14,14,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19944.png,?,0,1,,,54.539959490532,55.549162765688,,,,,,,0,51.185931996936,14,0,0,0,0,54.539959490532,14,55.549162765688,14,http://www.eyeonwater.org/media/eyeonwater_upload/19944.png,lindy
19942,1,2/24/2022 9:49:58 AM,1,2/24/2022 9:49:49 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:42:05 AM,Android,SM-G950F,d14aaee0bdd2bdac,17,,,14,13,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19942.png,?,0,1,,,,61.430528625726,,,,,,,0,53.719357927513,14,0,0,0,0,,0,61.430528625726,13,http://www.eyeonwater.org/media/eyeonwater_upload/19942.png,lindy
19940,1,2/24/2022 9:50:11 AM,1,2/24/2022 9:48:57 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:46:32 AM,Android,SM-G950F,d14aaee0bdd2bdac,17,,,15,15,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19940.png,?,0,1,,,,49.231578068432,,,,,,,0,44.070300577925,16,0,0,0,0,,0,49.231578068432,15,http://www.eyeonwater.org/media/eyeonwater_upload/19940.png,lindy
19932,1,2/24/2022 9:40:41 AM,1,2/24/2022 9:40:34 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:41:39 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,14,14,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19932.png,?,0,1,,,55.333101110684,65.054577105163,,,,,,,0,57.290698423459,13,0,0,0,0,55.333101110684,14,65.054577105163,12,http://www.eyeonwater.org/media/eyeonwater_upload/19932.png,lindy
19931,1,2/24/2022 9:38:45 AM,1,2/24/2022 9:38:37 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:40:43 AM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,14,4,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19931.png,?,0,1,,,,202.83915925833,,,,,,,0,225.07124993991,2,0,0,0,0,,0,202.83915925833,4,http://www.eyeonwater.org/media/eyeonwater_upload/19931.png,lindy
19930,1,2/24/2022 9:37:34 AM,1,2/24/2022 9:37:27 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:39:36 AM,Android,SM-G950F,d14aaee0bdd2bdac,12,,,14,8,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19930.png,?,0,1,,,,103.52457390301,,,,,,,0,132.34427387113,7,0,0,0,0,,0,103.52457390301,8,http://www.eyeonwater.org/media/eyeonwater_upload/19930.png,lindy
19929,1,2/24/2022 9:36:57 AM,1,2/24/2022 9:36:49 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:38:55 AM,Android,SM-G950F,d14aaee0bdd2bdac,14,,,14,12,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19929.png,?,0,1,,,,65.582041831992,,,,,,,0,54.523217080002,14,0,0,0,0,,0,65.582041831992,12,http://www.eyeonwater.org/media/eyeonwater_upload/19929.png,lindy
19928,1,2/24/2022 9:36:23 AM,1,2/24/2022 9:36:15 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:38:18 AM,Android,SM-G950F,d14aaee0bdd2bdac,10,,,14,10,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19928.png,?,0,1,,,,78.602870060313,,,,,,,0,120.38819314393,7,0,0,0,0,,0,78.602870060313,10,http://www.eyeonwater.org/media/eyeonwater_upload/19928.png,lindy
19927,1,2/24/2022 9:35:57 AM,1,2/24/2022 9:35:49 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:37:55 AM,Android,SM-G950F,d14aaee0bdd2bdac,9,,,10,3,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19927.png,?,0,1,,,214.45946151731,199.73020236899,,,,,,220.65817508934,3,217.73512545045,3,0,0,0,0,214.45946151731,3,199.73020236899,4,http://www.eyeonwater.org/media/eyeonwater_upload/19927.png,lindy
19926,1,2/24/2022 9:26:28 AM,1,2/24/2022 9:26:21 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:28:29 AM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,18,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19926.png,?,0,1,,,41.714452439091,42.231195434632,,,,,,35.671518912876,17,36.790045247455,17,0,0,0,0,41.714452439091,16,42.231195434632,16,http://www.eyeonwater.org/media/eyeonwater_upload/19926.png,lindy
19924,1,2/24/2022 9:25:58 AM,1,2/24/2022 9:25:51 AM,48.4761147,9.1762875,1021499,6186432,0,png,2/24/2022 8:28:03 AM,Android,SM-G950F,d14aaee0bdd2bdac,17,,,17,17,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19924.png,?,0,1,,,,35.741692568858,,,,,,,0,24.638081051455,20,0,0,0,0,,0,35.741692568858,17,http://www.eyeonwater.org/media/eyeonwater_upload/19924.png,lindy
19923,1,2/24/2022 9:24:16 AM,1,2/24/2022 9:24:09 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:26:22 AM,Android,SM-G950F,d14aaee0bdd2bdac,15,,,17,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19923.png,?,0,1,,,41.719013889559,44.543556169318,,,,,,34.983887088794,17,38.456453111716,17,0,0,0,0,41.719013889559,16,44.543556169318,16,http://www.eyeonwater.org/media/eyeonwater_upload/19923.png,lindy
19922,1,2/24/2022 9:23:14 AM,1,2/24/2022 9:23:07 AM,48.4754037,9.1812273,1022049,6186312,0,png,2/24/2022 8:25:20 AM,Android,SM-G950F,d14aaee0bdd2bdac,8,,,18,15,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19922.png,?,0,1,,,48.681245004777,50.547875368543,,,,,,46.363579540415,15,48.031657944596,15,0,0,0,0,48.681245004777,15,50.547875368543,15,http://www.eyeonwater.org/media/eyeonwater_upload/19922.png,lindy
19921,1,2/24/2022 9:22:21 AM,1,2/24/2022 9:22:13 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:24:26 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,18,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19921.png,?,0,1,,,45.003049736726,45.663075367543,,,,,,40.922295035017,16,41.495402714712,16,0,0,0,0,45.003049736726,16,45.663075367543,15,http://www.eyeonwater.org/media/eyeonwater_upload/19921.png,lindy
19920,1,2/24/2022 9:21:14 AM,1,2/24/2022 9:21:06 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:23:19 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,17,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19920.png,?,0,1,,,,37.17060688078,,,,,,,0,20.908339529374,21,0,0,0,0,,0,37.17060688078,17,http://www.eyeonwater.org/media/eyeonwater_upload/19920.png,lindy
19919,1,2/24/2022 9:20:40 AM,1,2/24/2022 9:20:33 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:22:46 AM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,17,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19919.png,?,0,1,,,43.733583455438,42.78464107602,,,,,,,0,34.231453657033,18,0,0,0,0,43.733583455438,16,42.78464107602,16,http://www.eyeonwater.org/media/eyeonwater_upload/19919.png,lindy
19918,1,2/24/2022 9:17:31 AM,1,2/24/2022 9:17:24 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:19:32 AM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,18,18,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19918.png,?,0,1,,,32.061995583419,28.365545809542,,,,,,27.716262609478,19,18.460103169834,21,0,0,0,0,32.061995583419,18,28.365545809542,19,http://www.eyeonwater.org/media/eyeonwater_upload/19918.png,lindy
19917,1,2/24/2022 9:03:42 AM,1,2/24/2022 9:03:34 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:05:47 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,18,17,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19917.png,?,0,1,,,35.83654124075,38.467899892743,,,,,,29.236369674329,19,32.06463523478,18,0,0,0,0,35.83654124075,17,38.467899892743,17,http://www.eyeonwater.org/media/eyeonwater_upload/19917.png,lindy
19916,1,2/24/2022 9:01:38 AM,1,2/24/2022 9:01:31 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:03:39 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19916.png,?,0,1,,,41.98806808446,43.380602544366,,,,,,34.982227742054,17,36.255216285804,17,0,0,0,0,41.98806808446,16,43.380602544366,16,http://www.eyeonwater.org/media/eyeonwater_upload/19916.png,lindy
19915,1,2/24/2022 9:01:11 AM,1,2/24/2022 9:01:04 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:03:10 AM,Android,SM-G950F,d14aaee0bdd2bdac,13,,,17,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19915.png,?,0,1,,,42.862725857326,43.528862417589,,,,,,37.895832031106,17,36.81678152009,17,0,0,0,0,42.862725857326,16,43.528862417589,16,http://www.eyeonwater.org/media/eyeonwater_upload/19915.png,lindy
19914,1,2/24/2022 9:00:34 AM,1,2/24/2022 9:00:27 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:02:35 AM,Android,SM-G950F,d14aaee0bdd2bdac,9,,,17,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19914.png,?,0,1,,,41.526410131001,39.117827843817,,,,,,,0,161.89042431196,6,0,0,0,0,41.526410131001,16,39.117827843817,17,http://www.eyeonwater.org/media/eyeonwater_upload/19914.png,lindy
19913,1,2/24/2022 8:59:01 AM,1,2/24/2022 8:58:53 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 8:01:06 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,14,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19913.png,?,0,1,,,53.160261777907,57.121692629265,,,,,,48.16153573975,15,51.910215542089,14,0,0,0,0,53.160261777907,14,57.121692629265,13,http://www.eyeonwater.org/media/eyeonwater_upload/19913.png,lindy
19912,1,2/24/2022 8:58:20 AM,1,2/24/2022 8:58:13 AM,48.4748282,9.187553,1022753,6186216,10,png,2/24/2022 8:00:25 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,18,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19912.png,?,0,1,,,44.761884355208,47.270756635946,,,,,,40.196718957706,16,42.735697732415,16,0,0,0,0,44.761884355208,16,47.270756635946,15,http://www.eyeonwater.org/media/eyeonwater_upload/19912.png,lindy
19911,1,2/24/2022 8:57:33 AM,1,2/24/2022 8:57:26 AM,48.4748282,9.187553,1022753,6186216,10,png,2/24/2022 7:59:34 AM,Android,SM-G950F,d14aaee0bdd2bdac,17,,,15,16,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19911.png,?,0,1,,,,41.706164273693,,,,,,,0,166.68815455139,5,0,0,0,0,,0,41.706164273693,16,http://www.eyeonwater.org/media/eyeonwater_upload/19911.png,lindy
19910,1,2/24/2022 8:53:09 AM,1,2/24/2022 8:53:02 AM,48.4746423,9.1750127,1021357,6186184,10,png,2/24/2022 7:55:07 AM,Android,SM-G950F,d14aaee0bdd2bdac,13,,,16,19,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19910.png,?,0,1,,,,28.096564302128,,,,,,,0,174.39573557521,5,0,0,0,0,,0,28.096564302128,19,http://www.eyeonwater.org/media/eyeonwater_upload/19910.png,lindy
19908,1,2/24/2022 8:51:57 AM,1,2/24/2022 8:51:50 AM,48.4746423,9.1750127,1021357,6186184,0,png,2/24/2022 7:53:33 AM,Android,SM-G950F,d14aaee0bdd2bdac,15,,,18,17,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19908.png,?,0,1,,,36.444568272478,37.842488106759,,,,,,31.450325471946,18,31.023720038368,18,0,0,0,0,36.444568272478,17,37.842488106759,17,http://www.eyeonwater.org/media/eyeonwater_upload/19908.png,
19906,1,2/24/2022 8:50:35 AM,1,2/24/2022 8:50:27 AM,48.4754037,9.1812273,1022049,6186312,0,png,2/24/2022 7:52:37 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,16,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19906.png,?,0,1,,,40.127667417238,39.600632973645,,,,,,,0,30.29196679324,19,0,0,0,0,40.127667417238,16,39.600632973645,17,http://www.eyeonwater.org/media/eyeonwater_upload/19906.png,
19899,1,2/23/2022 1:55:36 PM,1,2/23/2022 1:55:28 PM,48.940295,9.0572553,1008249,6264736,10,png,2/23/2022 12:57:39 PM,Android,SM-A520F,3a36edb16ab7c063,2,,,4,2,0,0,eowcolor,767,767,wiro,110,6,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19899.png,?,0,1,,,226.85536067023,181.53327213323,,,,,,,0,183.57572055214,5,0,0,0,0,226.85536067023,2,181.53327213323,5,http://www.eyeonwater.org/media/eyeonwater_upload/19899.png,wiro
19898,1,2/23/2022 1:54:50 PM,1,2/23/2022 1:54:41 PM,48.940295,9.0572553,1008249,6264736,10,png,2/23/2022 12:56:52 PM,Android,SM-A520F,3a36edb16ab7c063,2,,,2,5,0,0,eowcolor,767,767,wiro,110,6,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19898.png,?,0,1,,,,181.17531933124,,,,,,,0,183.48318609372,5,0,0,0,0,,0,181.17531933124,5,http://www.eyeonwater.org/media/eyeonwater_upload/19898.png,wiro
19897,1,2/23/2022 1:53:46 PM,1,2/23/2022 1:53:38 PM,48.9391067,9.0585026,1008387,6264535,10,png,2/23/2022 12:55:48 PM,Android,SM-A520F,3a36edb16ab7c063,3,,,3,19,0,0,eowcolor,767,767,wiro,110,6,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19897.png,?,0,1,,,,28.491438092431,,,,,,,0,165.76835428445,5,0,0,0,0,,0,28.491438092431,19,http://www.eyeonwater.org/media/eyeonwater_upload/19897.png,wiro
19896,1,2/23/2022 1:53:09 PM,1,2/23/2022 1:53:00 PM,48.9395902,9.0586126,1008400,6264617,10,png,2/23/2022 12:55:10 PM,Android,SM-A520F,3a36edb16ab7c063,4,,,2,18,0,0,eowcolor,767,767,wiro,110,6,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19896.png,?,0,1,,,,30.848872398005,,,,,,,0,169.86942270422,5,0,0,0,0,,0,30.848872398005,18,http://www.eyeonwater.org/media/eyeonwater_upload/19896.png,wiro
